City,State,Church,Pastor,Stat Year,Comm,Non Comm,Prof Child,Prof Adult,Trans Letter,Reaffirmation,Restored,Death,Trans,Removed From Roll,Discipline,Adult Bapt,Infant Bapt,Ruling Elders,Deacons,Family Units,Sunday School Attend,Small Group Attend,Est Morn Attend,Grades Included,Total Enrollment,Tithes & Offerings,Special Causes,Building Fund Offering,Other Contrib,Total Contrib,Other Income,Total Church Income,Administration,Discipleship Min.,Mission to N. America,Mission to the World,Covenant College,Covenant Seminary,Ridge Haven,Reformed University Ministries,PCA Office Building,Other,Presbytery Operation,Christian Education,Home Missions,Internat'l Missions,Other Presbytery Min,Local Ministries,Mercy Ministires,PCA Internat'l Missions,PCA Home Mission,Non-PCA Mission,PCA Schools,Non-PCA Schools,Total Benevolent Disbursements,Current Expenses,Building Fund,Total All Disbursements,Benevol Grand Total,Per Capita Giving
Overland Park,KS,Park Woods Presbyterian Church,Geoff Smith,2017,49,17,2,0,2,0,0,0,0,2,0,0,1,2,3,24,30,0,60,No Grades Included Reported,0,127406,6300,12000,7013,152719,0,152719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149298,0,149298,0.0,3116.71428571429
Abingdon,VA,Abingdon Presbyterian Church,John Dawson,2018,55,6,1,0,2,5,0,1,0,0,0,1,0,3,4,32,18,27,72,No Grades Included Reported,0,210010,4830,0,0,214840,5,214845,0,0,0,0,490,0,0,2625,0,0,1156,0,0,0,0,2075,1146,9240,0,4700,0,1800,23232,141573,0,164805,0.14096659688723,3906.18181818182
Somers,NY,Affirmation Presbyterian Church,William Spanjer,2018,36,4,0,0,0,0,0,0,0,0,0,0,0,2,1,17,12,5,26,No Grades Included Reported,0,75072,9248,0,0,84320,0,84320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1120,0,3000,0,3128,0,0,9248,67111,10950,87309,0.105922642568349,2342.22222222222
Alexandria,VA,Alexandria Presbyterian Church,Thomas G. Holliday,2018,518,234,6,7,16,11,0,7,8,32,0,1,21,9,14,288,170,276,460,No Grades Included Reported,0,2113045,0,18,26711,2139774,35524,2175298,3080,3080,11840,41130,4554,4554,1822,7286,0,0,14960,0,0,0,0,9944,114612,0,1200,130727,0,0,348789,1231803,187760,1768352,0.197239576735853,4130.83783783784
Aliso Viejo,CA,Aliso Creek Church,Tom G. Gastil,2018,130,0,1,2,0,2,0,0,14,0,0,2,4,3,4,57,50,30,126,No Grades Included Reported,0,488336,0,0,0,488336,0,488336,500,600,1600,1000,0,0,0,250,0,0,0,0,0,0,0,0,13569,17000,7800,20700,0,0,63019,491343,0,554362,0.113678426731991,3756.43076923077
Richmond,VA,All Saints Reformed Presbyterian Church,Dennis Bullock,2018,207,79,3,0,8,7,0,2,11,1,0,0,9,6,8,93,100,60,185,No Grades Included Reported,0,591199,18743,0,0,609942,2000,611942,1136,520,3212,5724,1910,1384,460,3524,0,0,4800,0,0,0,0,16912,12629,13500,14840,5300,0,4880,90731,410239,3530,504500,0.179843409316155,2946.57971014493
Fairfax,VA,New Hope Presbyterian Church,Paul David Wolfe,2018,103,27,2,1,5,0,0,0,3,0,0,0,0,7,2,47,0,0,80,No Grades Included Reported,0,420491,0,0,0,420491,412,420903,508,233,1439,2564,678,620,203,1579,0,500,3413,0,0,0,0,300,2500,3500,2500,4000,0,8000,32537,364732,0,397269,0.0819016837457743,4082.43689320388
Birmingham,AL,Altadena Valley Presbyterian Church,J. Kyle Parker,2018,526,40,17,3,31,6,0,0,13,0,1,3,4,9,13,271,234,211,332,PK,155,1639520,1740,5714,13392,1660366,78442,1738808,2928,2556,9504,10964,4536,3664,1464,6576,0,0,6569,0,20004,0,0,3500,32652,56599,66200,222640,0,9200,459556,1227857,40084,1727497,0.266024195700485,3156.58935361217
Americus,GA,St. Andrews Presbyterian Church,Randy Saye,2018,35,1,0,0,0,0,0,1,3,0,0,0,1,2,1,0,13,0,24,No Grades Included Reported,0,69000,0,0,30000,99000,11000,110000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,11000,105500,0,116500,0.0944206008583691,2828.57142857143
Andrews,SC,Andrews Presbyterian Church,Mark A. Horne,2018,44,0,0,2,0,0,0,0,0,0,0,0,1,5,5,26,15,0,35,No Grades Included Reported,0,110638,0,0,0,110638,0,110638,93,100,493,22,0,0,0,353,0,250,0,0,300,300,300,1000,300,3300,0,0,0,0,6811,98204,0,105015,0.0648574013236204,2514.5
Greer,SC,Antioch Presbyterian Church,Zachary Groff,2018,13,5,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,8,No Grades Included Reported,0,17900,0,0,1000,18900,6618,25518,500,0,0,600,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,100,0,1700,27711,0,29411,0.0578015028390738,1453.84615384615
Arden,NC,Arden Presbyterian Church,Wesley Strebeck,2018,661,54,0,2,10,5,0,6,5,8,0,0,1,10,5,633,285,220,350,PK,78,1238910,213017,11031,110919,1573877,0,1573877,2000,0,0,0,0,0,0,0,0,4000,1200,0,0,0,0,38000,23170,100000,0,15000,0,16000,199370,1235878,276,1435524,0.138883083807725,2381.05446293495
Arlington,TX,Redeemer Arlington,No Pastor Reported,2018,105,32,1,0,0,0,0,3,2,12,0,0,0,3,6,57,40,0,88,No Grades Included Reported,0,315544,13080,6530,6003,341157,16007,357164,1200,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,390,13080,7297,4704,22254,0,0,49925,223930,112989,386844,0.129057191012398,3249.11428571429
Venice,FL,Auburn Road Presbyterian Church,Dwight L. Dolby,2018,9,0,0,7,2,1,0,1,0,0,0,0,3,3,3,0,12,0,60,PKEMH,42,282892,0,10000,17000,309892,0,309892,996,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,9848,4380,1860,7988,0,0,26092,174722,13010,213824,0.122025591140377,34432.4444444444
Bailey,MS,Bailey Presbyterian Church,Eric Mabbott,2018,59,14,2,0,0,2,0,0,0,0,0,0,1,5,5,26,35,21,42,No Grades Included Reported,0,158404,3760,0,0,162164,519,162683,419,419,1555,1435,538,598,339,957,0,0,1430,0,0,0,0,0,342,10500,4080,22067,0,0,44679,129021,0,173700,0.257219343696028,2748.54237288136
Webster,TX,Bay Area Presbyterian Church,Christopher D. Yates,2018,175,32,5,1,14,7,0,1,4,16,0,1,3,4,4,84,50,50,150,No Grades Included Reported,8,643113,12190,0,0,655303,559172,1214475,200,0,0,0,0,0,0,3000,0,0,600,0,0,0,1000,2600,29857,40781,0,4700,0,0,82738,1002792,98141,1183671,0.0698994906523857,3744.58857142857
Providence,RI,Trinity Presbyterian Church,David A. Sherwood,2018,136,43,0,0,0,0,0,0,0,0,0,0,2,5,4,68,18,35,115,No Grades Included Reported,0,294400,4395,0,0,298795,0,298795,0,0,0,0,0,0,0,22000,1200,0,1200,2800,3500,2500,0,0,0,0,0,0,0,0,33200,294513,0,327713,0.10130815683235,2197.02205882353
Hockessin,DE,Good News Church,Samuel D. DeSocio,2018,165,32,1,0,0,0,1,1,0,0,0,0,1,5,5,75,48,112,129,No Grades Included Reported,0,429933,17504,1550,7679,456666,0,456666,500,0,4000,34400,1200,1200,0,4000,0,2500,1800,0,0,0,0,23518,24650,0,0,34450,0,0,132218,293326,21208,446752,0.29595390731323,2767.67272727273
Ellwood City,PA,Berean Presbyterian Church,Cody Hooper,2018,72,19,1,0,0,0,0,1,1,0,0,0,0,4,4,28,43,0,62,No Grades Included Reported,0,129613,448,0,0,130061,328,130389,200,0,0,8000,0,0,0,0,0,0,200,0,200,0,0,0,719,0,0,2700,0,0,12019,111450,504,123973,0.0969485291152106,1806.40277777778
Newtown Square,PA,Springton Lake Presbyterian Church,David M. White,2018,299,91,3,12,9,0,0,0,4,0,0,0,3,7,12,152,115,120,263,No Grades Included Reported,0,1042252,56955,0,1400,1100607,16203,1116810,1000,0,0,0,0,0,0,0,0,0,3259,0,0,0,3978,0,42772,6600,2650,73950,2150,0,136359,701389,0,837748,0.162768517501683,3680.95986622074
Newtown Square,PA,Springton Lake Presbyterian Church,David M. White,2018,299,91,3,12,9,0,0,0,4,0,0,0,3,7,12,152,115,120,263,No Grades Included Reported,0,1042252,56955,0,1400,1100607,16203,1116810,1000,0,0,0,0,0,0,0,0,0,3259,0,0,0,3978,0,42772,6600,2650,73950,2150,0,136359,701389,0,837748,0.162768517501683,3680.95986622074
Greensboro,GA,Bethany Presbyterian Church,No Pastor Reported,2018,18,4,0,0,0,0,4,0,0,1,0,0,0,2,1,8,8,0,30,No Grades Included Reported,0,22771,0,0,0,22771,0,22771,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,1200,0,0,0,0,0,1742,13471,0,15213,0.114507329257872,1265.05555555556
Clover,SC,Bethel Presbyterian Church,Christopher David Donnelly,2018,398,71,0,1,3,7,0,4,3,0,0,0,1,12,12,206,141,0,233,No Grades Included Reported,0,641626,3310,520219,3182,1168337,1475,1169812,0,700,5390,40330,0,0,200,7125,0,4152,12500,0,1158,0,0,58586,13617,25708,0,13,0,2000,171479,421475,591212,1184166,0.144809933742398,2935.52010050251
Sparta,IL,Bethel Reformed Presbyterian Church,Alex Eppstein,2018,71,25,0,0,0,3,0,1,2,2,0,0,2,4,4,44,30,0,80,No Grades Included Reported,0,273509,5692,3065,0,282266,150,282416,560,0,1894,480,0,1000,0,0,0,867,1466,4215,0,33900,0,9204,6820,0,0,0,0,0,60406,171910,7400,239716,0.251989854661349,3975.57746478873
Merrill,WI,Bible Presbyterian Church,John Andrew Perry,2018,125,21,0,0,0,1,0,0,2,24,0,0,4,4,6,73,47,12,104,No Grades Included Reported,0,203043,22141,630,5978,231792,1001,232793,1400,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,12469,3026,2400,0,9060,0,0,30155,199396,7950,237501,0.126967886451004,1854.336
Boligee,AL,Boligee Presbyterian Church,No Pastor Reported,2018,9,0,0,0,0,0,0,1,0,0,0,0,0,3,0,6,0,0,9,No Grades Included Reported,0,16915,0,13000,10375,40290,0,40290,120,0,0,0,0,0,0,0,0,485,0,80,0,0,0,1650,0,0,0,0,0,0,2335,31980,0,34315,0.0680460440040798,4476.66666666667
Brandon,MS,Brandon Presbyterian Church,Brad Mills,2018,191,40,0,0,12,0,0,5,2,4,0,0,1,6,8,85,94,0,128,No Grades Included Reported,0,404439,15599,0,0,420038,0,420038,2000,2000,2000,17600,0,1200,0,6000,0,0,4888,0,0,0,0,25405,4495,0,0,0,4050,4400,74038,274566,0,348604,0.212384252619018,2199.15183246073
Birmingham,AL,Briarwood Presbyterian Church,No Pastor Reported,2018,4274,983,44,89,123,18,0,33,119,51,2,15,36,75,126,2355,1851,0,1907,KEH,1768,14394242,0,38807,485372,14918421,0,14918421,44000,16000,14600,180250,30000,30000,0,13100,0,138846,37000,0,0,0,0,1576070,159600,0,0,3113128,739830,18000,6110424,8269019,378300,14757743,0.414048679394945,3490.50561534862
White Rock,NM,Bryce Avenue Presbyterian Church,Zachary Michael Garris,2018,79,18,0,0,2,1,0,0,1,0,0,0,1,4,3,41,40,0,0,No Grades Included Reported,0,248402,19844,0,0,268246,670,268916,755,0,12135,28320,770,0,0,13200,0,845,3600,0,2650,0,0,5450,1715,1510,0,13619,0,3955,88524,145219,8400,242143,0.36558562502323,3395.51898734177
Fairless Hills,PA,Faith Presbyterian Church,Ryan Douglas Diehl,2018,106,4,0,1,0,0,0,2,0,0,0,1,0,3,5,41,9,50,87,No Grades Included Reported,0,215970,10460,145198,0,371628,0,371628,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,7313,28808,0,0,0,0,36833,188562,165307,390702,0.0942738967294767,3505.92452830189
Calabasas,CA,Church in the Canyon,No Pastor Reported,2018,64,14,6,0,0,4,0,1,0,0,0,0,0,3,3,22,17,32,71,No Grades Included Reported,0,268823,321,0,0,269144,5408,274552,311,147,872,1668,435,406,0,1222,0,0,4000,0,0,0,0,0,0,6512,1753,15104,0,0,32430,289481,0,321911,0.100742130588889,4205.375
Allenwood,NJ,Calvary Presbyterian Church,Thomas Michael Harr Jr.,2018,106,42,1,6,3,0,0,0,7,2,0,0,0,5,3,62,45,30,110,No Grades Included Reported,0,432450,8637,0,6202,447289,635,447924,3000,1800,2600,20930,800,1000,400,1500,0,14839,4500,0,9000,0,0,10501,0,0,0,7916,0,0,78786,312635,0,391421,0.201281995600645,4219.70754716981
Mize,MS,Calvary Presbyterian Church,Jackson Chang Pei Lin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Grades Included Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,4500,0,0,4500,1.0,0.0
Hampton,VA,Calvary Reformed Presbyterian Church of Hampton Roads,Jeffrey Daniel Ferguson,2018,226,45,0,1,10,6,0,0,4,10,0,1,2,5,10,94,104,106,174,KE,51,517506,0,254422,0,771928,28445,800373,400,300,2500,11014,300,0,300,19208,0,0,3750,0,0,0,0,7328,24707,0,2400,38088,17500,0,127795,393436,263333,784564,0.162886647870664,3415.61061946903
Willow Grove,PA,Calvary Presbyterian Church,Angel Gomez,2018,259,38,1,0,12,0,0,4,2,0,0,0,3,7,8,122,103,81,173,No Grades Included Reported,0,373594,2164,3111,1096,379965,31903,411868,700,1000,1125,0,0,0,0,0,0,0,2700,0,3900,0,3800,4200,8835,14900,0,6200,0,0,47360,369400,6236,422996,0.111963233694881,1467.04633204633
Willow Grove,PA,Calvary Presbyterian Church,Angel Gomez,2018,259,38,1,0,12,0,0,4,2,0,0,0,3,7,8,122,103,81,173,No Grades Included Reported,0,373594,2164,3111,1096,379965,31903,411868,700,1000,1125,0,0,0,0,0,0,0,2700,0,3900,0,3800,4200,8835,14900,0,6200,0,0,47360,369400,6236,422996,0.111963233694881,1467.04633204633
North Huntingdon,PA,Calvin Presbyterian Church,Aaron Patrick Garber,2018,123,27,2,4,4,0,0,4,4,4,0,0,1,7,8,70,52,0,111,No Grades Included Reported,0,252590,1405,1100,1985,257080,0,257080,750,350,0,19051,0,0,0,1600,0,300,2800,80,0,0,0,3127,1600,4236,6600,0,0,0,40494,199819,16600,256913,0.157617559251575,2090.08130081301
Carlisle,PA,Carlisle Reformed Presbyterian Church,Matt T. Purdy,2018,163,49,0,2,14,4,0,3,11,5,0,1,7,5,5,78,85,80,163,No Grades Included Reported,0,443323,10278,3670,112,457383,3755,461138,375,375,1450,338,500,575,0,375,0,0,0,0,2000,12414,4000,13245,0,38828,6400,22050,0,3000,105925,344947,0,450872,0.234933639702621,2806.03067484663
Locust,NC,Carolina Presbyterian Church,No Pastor Reported,2018,298,85,17,0,26,0,0,1,3,0,0,3,7,6,10,123,141,0,240,PKEMH,205,487557,143294,1075,100,632026,24562,656588,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,5612,128862,0,0,0,0,135916,497134,0,633050,0.214700260642919,2120.89261744966
Carrollton,MS,Carrollton Presbyterian Church,No Pastor Reported,2018,56,19,0,0,0,0,0,0,0,0,0,0,0,4,4,41,0,720,0,No Grades Included Reported,0,47115,0,0,0,47115,2230,49345,300,0,0,1000,0,0,0,0,0,0,2750,0,0,0,0,0,0,2200,1000,4750,0,0,12000,36875,21242,70117,0.171142518932641,841.339285714286
Lutz,FL,Cornerstone Presbyterian Church,Samuel Enrique Lago,2018,34,2,0,14,0,0,0,1,7,3,0,0,0,2,1,23,11,17,44,No Grades Included Reported,0,117598,1600,5995,5057,130250,10,130260,1000,0,2400,2000,0,0,0,1400,0,0,913,25,0,0,0,671,1300,0,0,0,0,0,9709,78939,1371,90019,0.107855008387118,3830.88235294118
Carthage,MS,Carthage Presbyterian Church,No Pastor Reported,2018,53,0,0,0,0,0,0,2,0,0,0,0,0,2,5,17,10,0,23,No Grades Included Reported,0,74393,5373,0,0,79766,0,79766,0,0,0,0,0,0,0,0,0,0,1485,0,0,0,0,1400,0,0,0,2000,0,0,4885,80854,0,85739,0.0569752388061442,1505.01886792453
Eugene,OR,City Church,No Pastor Reported,2018,80,0,0,10,0,0,0,0,30,0,0,0,1,1,1,25,0,30,50,No Grades Included Reported,0,120000,5000,0,0,125000,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,2500,177500,0,180000,0.0138888888888889,1562.5
Moore,SC,Center Point Presbyterian Church,Raymond A. Hellings Sr.,2018,64,18,0,0,0,0,0,1,0,0,0,0,0,5,2,36,15,0,42,No Grades Included Reported,0,110121,0,0,0,110121,0,110121,300,0,0,0,0,0,0,4055,0,0,1500,0,0,0,0,0,2000,0,0,4400,0,0,12255,93591,0,105846,0.115781418286945,1720.640625
Chester,VA,Centralia Presbyterian Church,William Daniel Lipford,2018,78,8,1,0,0,0,0,1,2,0,0,0,0,2,0,37,17,0,29,No Grades Included Reported,0,134025,22242,3875,471,160613,0,160613,250,250,4400,6950,0,0,250,1000,0,1958,1500,0,0,0,0,2200,0,0,0,4400,0,0,23158,134326,0,157484,0.147049859033299,2059.14102564103
Beaver,PA,Chapel Presbyterian Church,Steven Maker,2018,191,66,0,0,0,9,0,1,3,8,0,0,9,7,11,119,150,200,225,No Grades Included Reported,0,335843,14203,72053,1760,423859,235,424094,200,0,0,0,0,0,0,0,0,0,1600,0,1570,0,0,4160,12978,14800,0,12425,0,0,47733,308826,63553,420112,0.113619701412957,2219.15706806283
Marriottsville,MD,Chapelgate Presbyterian Church,Mike L. Khandjian,2018,1060,264,3,32,8,19,0,2,12,36,0,5,5,17,10,623,360,375,850,PKEMH,286,2395793,283194,531278,0,3210265,221006,3431271,2446,3392,3892,100325,4488,4988,0,3200,0,0,5884,0,0,0,0,9957,37252,0,25225,142917,0,0,343966,2806248,525,3150739,0.109169943940136,3028.55188679245
Chattahoochee,FL,Chattahoochee Presbyterian Church,No Pastor Reported,2018,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,16,No Grades Included Reported,0,44354,200,0,0,44554,162,44716,100,0,0,0,0,0,0,0,0,0,0,513,300,2450,0,301,0,0,0,820,0,0,4484,39049,0,43533,0.103002320079021,3712.83333333333
Flintstone,GA,Chattanooga Valley Presbyterian Church,Dennis Louis,2018,165,58,5,1,1,4,0,2,1,2,0,3,0,4,6,66,0,80,150,No Grades Included Reported,0,271660,20119,0,0,291779,0,291779,0,0,0,0,1800,0,0,2200,0,0,3000,0,0,0,1000,870,0,11800,950,7900,0,0,29520,231401,0,260921,0.113137693018193,1768.35757575758
Chestnut Mountain,GA,Chestnut Mountain Presbyterian Church,Jason Cunningham,2018,569,36,5,5,17,0,0,3,42,69,0,5,0,12,8,295,350,220,500,PK,90,2038197,0,22855,0,2061052,0,2061052,7050,3600,42134,277736,6432,3010,1500,25600,0,6762,15600,0,5000,0,0,21031,82891,47349,7815,124045,0,0,677555,949944,285094,1912593,0.35425989742721,3622.23550087873
Falls Church,VA,Chinese Christian Church,Beng Voon Chua,2018,238,48,0,4,2,7,0,0,0,0,0,4,4,4,8,125,155,0,390,No Grades Included Reported,0,552262,8310,411060,28237,999869,8039,1007908,1700,800,2200,0,2400,2400,0,0,0,0,4969,0,0,0,360,1772,1508,1400,700,17372,1500,2500,41581,436567,9684,487832,0.0852363108611161,4201.13025210084
Grand Rapids,MI,Christ Church,Andrew Vander Maas,2018,439,163,6,0,19,45,0,5,3,0,0,0,5,10,12,174,214,211,476,No Grades Included Reported,0,1018993,23092,34510,20421,1097016,42704,1139720,800,800,1000,0,1000,1000,0,0,0,0,1332,0,5000,0,5000,29321,11317,37500,0,62606,0,3000,159676,865275,34510,1059461,0.150714372685734,2498.89749430524
Roselle,IL,Christ Presbyterian Church,Pablo Herrera,2018,119,20,5,2,15,0,0,2,4,19,0,1,1,4,4,66,48,80,121,No Grades Included Reported,0,355487,72127,92,0,427706,1141,428847,1329,0,10620,4668,0,0,0,2088,0,0,2100,0,0,0,0,0,8726,0,0,14037,0,0,43568,345712,52368,441648,0.0986486976053327,3594.16806722689
Arlington,VA,Christ Church of Arlington,William E. Boyce,2018,86,48,0,0,0,5,0,2,3,19,0,0,7,4,3,50,75,30,90,No Grades Included Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Franklin,TN,Christ Community Church,Randy M. Lovelace,2018,1037,393,34,5,47,16,0,3,5,73,0,12,6,22,36,502,507,0,858,P,151,3337861,4100,192446,0,3534407,1505,3535912,11311,0,0,0,0,0,0,46530,0,0,19623,0,9997,0,0,18000,121804,5000,5000,99206,12000,0,348471,3165961,87805,3602237,0.0967373884616698,3408.29990356798
Matthews,NC,Christ Covenant Church,Kevin DeYoung,2018,1656,309,29,11,22,33,3,4,18,34,0,3,20,43,26,824,719,0,1186,PKEMH,863,5673124,2332037,317121,348,8322630,679023,9001653,11100,0,15100,13500,16660,1600,500,0,0,6666,20900,0,0,20000,0,17973,85828,59392,0,3140928,15000,30424,3455571,5190157,128010,8773738,0.393853908106214,5025.74275362319
Nashua,NH,Christ Presbyterian Church,James Pavlic,2018,44,10,0,0,1,4,0,0,0,0,0,0,0,2,2,24,0,20,55,No Grades Included Reported,0,157852,6589,0,2067,166508,0,166508,0,0,300,0,0,0,0,1350,0,0,600,0,0,0,0,0,0,0,0,600,0,0,2850,127844,0,130694,0.0218066628919461,3784.27272727273
Nashville,TN,Christ Presbyterian Church,No Pastor Reported,2018,2853,582,57,4,130,82,0,10,37,0,0,24,57,35,48,996,500,750,1625,PKEMH,1288,7384416,301911,0,0,7686327,184070,7870397,5000,960,3000,20400,3600,0,0,51200,0,0,45804,0,0,0,0,254818,176667,0,0,0,0,0,561449,6824276,0,7385725,0.0760181295675103,2694.12092534175
Tulsa,OK,Christ Presbyterian Church,Jeremy Fair,2018,258,39,5,0,1,11,0,1,2,23,0,0,3,8,6,126,140,50,230,No Grades Included Reported,0,578561,36945,0,0,615506,545,616051,200,0,0,0,2750,0,0,0,0,0,4000,0,2000,0,0,720,34926,10800,20425,68193,0,0,144014,514252,0,658266,0.218777819301012,2385.68217054264
Owensboro,KY,Christ Presbyterian Church,John O. Birkett,2018,132,26,2,0,1,8,0,0,4,0,0,0,2,2,5,46,12,0,114,No Grades Included Reported,0,221749,5750,600,0,228099,980,229079,1054,1054,3913,3612,1355,1505,602,2408,0,0,800,0,600,120,8400,4414,8314,7200,0,10075,0,0,55426,146596,0,202022,0.274356258229302,1728.02272727273
Richmond,IN,Christ Presbyterian Church,Rich Hawkins,2018,131,47,4,0,2,2,0,1,0,0,0,0,1,8,5,76,62,0,131,No Grades Included Reported,0,408860,41418,0,0,450278,1547,451825,882,0,1799,1799,1260,1260,0,0,0,0,7875,0,0,0,0,33218,15603,20743,0,40246,0,1325,126010,311298,0,437308,0.288149313527308,3437.23664122137
Charleston,SC,Church Creek Presbyterian Church,Nick Batzig,2018,130,41,4,2,0,0,0,0,1,18,0,2,4,4,8,65,50,15,118,PKEM,115,380427,5616,107581,493624,987248,2600,989848,350,0,0,9933,0,0,0,4000,0,0,4100,0,0,0,0,0,7738,0,0,0,20040,27400,73561,282594,129058,485213,0.151605583527234,7594.21538461538
Durham,NC,Church of the Good Shepherd,Simon Hardesty Stokes,2018,707,233,24,4,20,7,0,4,42,2,0,4,9,14,16,327,351,252,538,No Grades Included Reported,0,2281116,152004,15884,0,2449004,8447,2457451,5000,2500,9750,180510,0,0,0,43000,0,4289,24127,0,0,0,0,2276,48153,0,0,225605,0,2500,547710,1504445,499193,2551348,0.214674752327005,3463.93776520509
Clemson,SC,Clemson Presbyterian Church,Bryan Jordan Counts,2018,491,121,2,4,23,0,0,2,2,0,0,0,6,15,7,250,300,175,675,No Grades Included Reported,0,1589404,42952,4711,91818,1728885,0,1728885,2897,1535,7871,15141,4373,4177,1986,102671,0,0,12320,0,0,0,0,0,17025,0,0,103900,0,0,273896,1356412,0,1630308,0.168002610549663,3521.15071283096
Coeburn,VA,Coeburn Presbyterian Church,No Pastor Reported,2018,60,10,0,0,0,0,0,0,0,0,0,0,1,2,4,28,35,0,50,No Grades Included Reported,0,94564,0,0,0,94564,0,94564,0,0,0,2800,0,0,0,500,0,575,100,0,0,0,0,500,4977,0,0,1600,0,500,11552,76005,0,87557,0.131936909670272,1576.06666666667
Colleyville,TX,Colleyville Presbyterian Church,Josh Anderson,2018,190,39,3,0,10,16,0,0,0,0,0,0,0,5,4,81,75,0,150,No Grades Included Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Columbia,MS,Columbia Presbyterian Church,Hunter Nicholson,2018,26,0,0,0,2,2,0,1,0,11,0,0,0,2,0,15,10,0,17,P,86,71705,0,0,0,71705,10888,82593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794,2475,7200,0,0,0,0,12469,99965,0,112434,0.110900617251009,2757.88461538462
St. Albans,VT,Trinity Presbyterian Church,Seth Anderson,2018,65,25,0,3,0,6,0,0,0,1,0,1,1,3,0,39,45,8,71,No Grades Included Reported,0,141202,430,0,0,141632,0,141632,125,125,125,125,1400,125,125,125,0,0,800,0,0,0,2000,2150,6070,3604,804,1600,0,0,19303,118035,0,137338,0.140551049236191,2178.95384615385
Live Oak,FL,Community Presbyterian Church,Tommy Peterson,2018,66,17,1,0,4,2,0,1,2,0,0,0,3,3,2,37,11,0,48,No Grades Included Reported,0,108990,0,0,1592,110582,1628,112210,900,0,1000,1500,0,0,0,3600,0,0,700,0,0,0,0,557,1525,0,1925,0,0,0,11707,122239,0,133946,0.0874008928971376,1675.48484848485
Moody,AL,Community Presbyterian Church,Robert W. Grames III,2018,373,51,10,1,14,0,0,2,11,4,0,3,5,8,7,88,190,175,270,No Grades Included Reported,0,701163,0,4100,14847,720110,21848,741958,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,4200,5840,17400,1200,27000,0,0,56840,579177,3097,639114,0.0889356202492826,1930.58981233244
Palm  Harbor,FL,Grace Community Presbyterian Church,Brent Allen Bergman,2018,33,3,0,0,1,6,0,1,5,0,0,0,0,1,2,24,20,15,37,No Grades Included Reported,0,102504,350,2772,5678,111304,21597,132901,0,0,0,0,0,0,0,0,0,364,300,0,0,0,0,2100,0,5400,550,1800,0,0,10514,130024,0,140538,0.0748125062260741,3372.84848484848
Waterloo,IL,Concord Presbyterian Church,Brian Matthew Sandifer,2018,135,25,0,1,0,6,0,3,0,1,0,0,0,5,10,77,49,10,129,No Grades Included Reported,0,307297,8679,2200,14470,332646,1705,334351,0,500,0,15000,1440,4235,0,0,0,0,1000,500,4800,0,0,0,8865,28569,0,10400,5878,117,81304,232246,0,313550,0.259301546802743,2464.04444444444
Tallahassee,FL,Cornerstone Presbyterian Church,No Pastor Reported,2018,24,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,10,0,25,No Grades Included Reported,0,109288,1435,10000,2745,123468,30000,153468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,300,0,300,0,0,1200,91863,54394,147457,0.00813796564422171,5144.5
Paso Robles,CA,Covenant Presbyterian Church,Daniel P. Katches,2018,120,24,2,1,4,8,0,1,9,4,0,1,2,2,4,30,75,60,98,No Grades Included Reported,0,244785,11230,34083,0,290098,319,290417,0,0,9322,22018,0,0,0,0,0,0,960,0,0,0,0,308,13773,434,0,8081,0,0,54896,176150,64119,295165,0.185984110582217,2417.48333333333
